run_id,config_id,seed,split,split_seed,model,ablation,biology_source,aggregation,bio_dim,dropout_bio,dropout_pair,lr,batch_size,n_parameters,best_epoch,epochs_run,stopped_by,val_auprc,val_auroc,val_brier,val_ece,val_n,val_prevalence,runtime_s,status,tag
2339302d73825656,b5ffedeae751c671,0,drug,0,bio_gine,M4,true,mean,64,0.3,0.2,0.0003,512,593652,27,40,epoch_limit,0.7787920313592976,0.7902607849806913,0.21634611321403657,0.1626563422928104,93610,0.5,4332.8,completed,BUDGET_ADEQUACY
