run_id,config_id,seed,checkpoint_sha256,val_auprc_recheck,test_auprc,test_auroc,test_brier,test_ece,test_n,test_prevalence,s3_auprc,s3_auroc,s3_brier,s3_ece,s3_n,s3_prevalence,git_commit_posthoc,evaluated_at_utc
bd45f84e3c1b2c33,e8ece7c41ae09e5f,0,b828a471fcb8d38e0b29d9c67eddec76c1428bc996cc0d4e5b10c026bf659d6f,0.8103653175088358,0.8235342391660389,0.8261551712125883,0.21281558576809112,0.1907213395976565,84690,0.5,0.753642517302247,0.7492671620197492,0.27876012274058964,0.2526058652517658,7758,0.5,fb6beae823bf22f13e6ac68ec5b0849103272203,2026-09-02T18:57:10.469831+00:00
0f157ac676950b51,e8ece7c41ae09e5f,1,d6b48d61ec78dbb8aa2c9409659d239fd3a8c5ad6dc4fa3ad3a2c9d055e643f4,0.8242325061326338,0.8120650668329239,0.8156377621141142,0.21974376457920466,0.19240825981740167,84690,0.5,0.7382629538777172,0.7346439647227577,0.2898717260207152,0.2662256974128911,7758,0.5,fb6beae823bf22f13e6ac68ec5b0849103272203,2026-09-02T18:57:10.469831+00:00
824a3f2c34c1645d,e8ece7c41ae09e5f,2,18607fd1f82ccc0a63030d979a94e63523cf00ca4949d7b65276bd4441bad0df,0.814022393022504,0.8070405307692374,0.8106488767400897,0.22157575966127632,0.19130889456992603,84690,0.5,0.7345199317079636,0.7291158870607732,0.2901077482865114,0.26079190290611964,7758,0.5,fb6beae823bf22f13e6ac68ec5b0849103272203,2026-09-02T18:57:10.469831+00:00
195b3340ad837521,e8ece7c41ae09e5f,3,6c9cae9fc3f268f002b999cab76cf5bafbecd5a9956f91718a32b5ec712c57a3,0.804017848604591,0.7983598422933449,0.8029250063308689,0.2339904132565755,0.21135069059849165,84690,0.5,0.7133813649756696,0.7038347296250373,0.31485936353326816,0.2942678360307896,7758,0.5,fb6beae823bf22f13e6ac68ec5b0849103272203,2026-09-02T18:57:10.469831+00:00
4cce195c55c7bd45,e8ece7c41ae09e5f,4,e88f23c1adf7f7f9759efcb851598fee7cbfd776f75b9d1daa0297326327e545,0.806398254353978,0.8175538493507724,0.8241440756457943,0.22197946674577232,0.20713701373448112,84690,0.5,0.7463995193878747,0.7406576657208741,0.29662986441999406,0.275743046601041,7758,0.5,fb6beae823bf22f13e6ac68ec5b0849103272203,2026-09-02T18:57:10.469831+00:00
