seed,temperature,converged,auprc_raw,auprc_scaled,auroc_raw,auroc_scaled,brier_raw,brier_scaled,ece15_raw,ece15_scaled
0,7.200316619603008,True,0.8235342391660389,0.8235341519407569,0.8261551712125883,0.826155143327904,0.2128155858234297,0.1732490862139451,0.1911092052952511,0.0539362090510648
1,5.881136349755553,True,0.8120650668329239,0.8120650545589361,0.8156377621141142,0.8156377456621505,0.2197437646083755,0.1790093609516616,0.1959687821177157,0.0622535560899245
2,6.265134145435728,True,0.8070405307692374,0.8070405307692374,0.8106488767400897,0.8106488767400897,0.2215757596570668,0.1811696673203572,0.1924887349833195,0.0478646932049799
3,7.584164840389985,True,0.7983598422933449,0.7983596409164087,0.8029250063308689,0.8029249126383301,0.2339904132743046,0.1843109545705493,0.2147371971192216,0.0562515620838802
4,10.118596819031207,True,0.8175538493507724,0.8175447736797153,0.8241440756457943,0.8241462369876644,0.2219794667283105,0.1752406082481691,0.2084976137875631,0.0610586108999758
mean (n=5),7.409869754843096,,0.8117107056824635,0.8117088303730109,0.8159021784086911,0.8159025830712278,0.2220209980182974,0.1785959354609365,0.20056030666061422,0.05627292626596505
